County,Date,Deaths_per_100_Infections,Deaths_per_100k,Infection_per_100k,PctDeaths,PctOfInfections,PctPopInfected,Population,TotalCases,TotalDeaths,fips
Lincoln,2020-04-03 18:28:43,0.0,0.0,63.0,0.0,0.0008,0.00063,7915.0,5.0,0.0,13181.0
Pierce,2020-04-03 18:28:43,0.0,0.0,83.0,0.0,0.0027,0.0008300000000000001,19389.0,16.0,0.0,13229.0
Pike,2020-04-03 18:28:43,0.0,0.0,21.0,0.0,0.0007,0.00021,18634.0,4.0,0.0,13231.0
Thomas,2020-04-03 18:28:43,0.0,0.0,58.0,0.0,0.0044,0.00058,44448.0,26.0,0.0,13275.0
Pulaski,2020-04-03 18:28:43,0.0,0.0,45.0,0.0,0.0008,0.00045,11069.0,5.0,0.0,13235.0
Wilkinson,2020-04-03 18:28:43,0.0,0.0,11.0,0.0,0.0002,0.00011,9036.0,1.0,0.0,13319.0
Wilkes,2020-04-03 18:28:43,0.0,0.0,30.0,0.0,0.0005,0.0003,9876.0,3.0,0.0,13317.0
Wilcox,2020-04-03 18:28:43,0.0,0.0,11.0,0.0,0.0002,0.00011,8812.0,1.0,0.0,13315.0
Whitfield,2020-04-03 18:28:43,7.0,1.0,14.0,0.0667,0.0025,0.00014,104062.0,15.0,1.0,13313.0
White,2020-04-03 18:28:43,0.0,0.0,10.0,0.0,0.0005,0.0001,29970.0,3.0,0.0,13311.0
Towns,2020-04-03 18:28:43,0.0,0.0,8.0,0.0,0.0002,8e-05,11852.0,1.0,0.0,13281.0
Treutlen,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,6809.0,0.0,0.0,13283.0
Troup,2020-04-03 18:28:43,3.0,1.0,43.0,0.0333,0.005,0.00043,70034.0,30.0,1.0,13285.0
Turner,2020-04-03 18:28:43,0.0,0.0,152.0,0.0,0.002,0.0015199999999999999,7912.0,12.0,0.0,13287.0
Twiggs,2020-04-03 18:28:43,0.0,0.0,24.0,0.0,0.0003,0.00023999999999999998,8188.0,2.0,0.0,13289.0
Union,2020-04-03 18:28:43,0.0,0.0,4.0,0.0,0.0002,4e-05,24001.0,1.0,0.0,13291.0
Unknown,2020-04-03 18:28:43,2.0,0.0,0.0,0.0152,0.0442,0.0,0.0,264.0,4.0,0.0
Upson,2020-04-03 18:28:43,0.0,0.0,31.0,0.0,0.0013,0.00031,26215.0,8.0,0.0,13293.0
Walker,2020-04-03 18:28:43,0.0,0.0,4.0,0.0,0.0005,4e-05,69410.0,3.0,0.0,13295.0
Walton,2020-04-03 18:28:43,0.0,0.0,17.0,0.0,0.0027,0.00016999999999999999,93503.0,16.0,0.0,13297.0
Ware,2020-04-03 18:28:43,18.0,8.0,48.0,0.1765,0.0028,0.00047999999999999996,35680.0,17.0,3.0,13299.0
Warren,2020-04-03 18:28:43,0.0,0.0,76.0,0.0,0.0007,0.0007599999999999999,5251.0,4.0,0.0,13301.0
Washington,2020-04-03 18:28:43,0.0,0.0,25.0,0.0,0.0008,0.00025,20386.0,5.0,0.0,13303.0
Wayne,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,29808.0,0.0,0.0,13305.0
Haralson,2020-04-03 18:28:43,0.0,0.0,34.0,0.0,0.0017,0.00033999999999999997,29533.0,10.0,0.0,13143.0
Polk,2020-04-03 18:28:43,0.0,0.0,42.0,0.0,0.003,0.00042,42470.0,18.0,0.0,13233.0
Toombs,2020-04-03 18:28:43,20.0,4.0,19.0,0.2,0.0008,0.00018999999999999998,26887.0,5.0,1.0,13279.0
Wheeler,2020-04-03 18:28:43,0.0,0.0,13.0,0.0,0.0002,0.00013000000000000002,7879.0,1.0,0.0,13309.0
Putnam,2020-04-03 18:28:43,0.0,0.0,9.0,0.0,0.0003,9e-05,21809.0,2.0,0.0,13237.0
Quitman,2020-04-03 18:28:43,0.0,0.0,44.0,0.0,0.0002,0.00044,2279.0,1.0,0.0,13239.0
Rabun,2020-04-03 18:28:43,0.0,0.0,12.0,0.0,0.0003,0.00011999999999999999,16867.0,2.0,0.0,13241.0
Randolph,2020-04-03 18:28:43,0.0,0.0,161.0,0.0,0.0018,0.00161,6833.0,11.0,0.0,13243.0
Richmond,2020-04-03 18:28:43,2.0,0.0,24.0,0.0204,0.0082,0.00023999999999999998,201554.0,49.0,1.0,13245.0
Rockdale,2020-04-03 18:28:43,3.0,2.0,74.0,0.0299,0.0112,0.00074,90594.0,67.0,2.0,13247.0
Schley,2020-04-03 18:28:43,0.0,0.0,95.0,0.0,0.0008,0.00095,5236.0,5.0,0.0,13249.0
Screven,2020-04-03 18:28:43,0.0,0.0,14.0,0.0,0.0003,0.00014,13938.0,2.0,0.0,13251.0
Seminole,2020-04-03 18:28:43,0.0,0.0,96.0,0.0,0.0013,0.0009599999999999999,8315.0,8.0,0.0,13253.0
Spalding,2020-04-03 18:28:43,4.0,2.0,35.0,0.0435,0.0039,0.00035,66100.0,23.0,1.0,13255.0
Stephens,2020-04-03 18:28:43,0.0,0.0,19.0,0.0,0.0008,0.00018999999999999998,26035.0,5.0,0.0,13257.0
Stewart,2020-04-03 18:28:43,0.0,0.0,16.0,0.0,0.0002,0.00016,6199.0,1.0,0.0,13259.0
Sumter,2020-04-03 18:28:43,6.0,13.0,225.0,0.0597,0.0112,0.00225,29733.0,67.0,4.0,13261.0
Talbot,2020-04-03 18:28:43,0.0,0.0,48.0,0.0,0.0005,0.00047999999999999996,6272.0,3.0,0.0,13263.0
Taliaferro,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,13265.0
Tattnall,2020-04-03 18:28:43,0.0,0.0,12.0,0.0,0.0005,0.00011999999999999999,25391.0,3.0,0.0,13267.0
Taylor,2020-04-03 18:28:43,0.0,0.0,25.0,0.0,0.0003,0.00025,8039.0,2.0,0.0,13269.0
Telfair,2020-04-03 18:28:43,0.0,0.0,13.0,0.0,0.0003,0.00013000000000000002,15876.0,2.0,0.0,13271.0
Terrell,2020-04-03 18:28:43,4.0,23.0,581.0,0.04,0.0084,0.00581,8611.0,50.0,2.0,13273.0
Tift,2020-04-03 18:28:43,0.0,0.0,84.0,0.0,0.0057,0.00084,40571.0,34.0,0.0,13277.0
Hancock,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,8348.0,0.0,0.0,13141.0
Dodge,2020-04-03 18:28:43,0.0,0.0,24.0,0.0,0.0008,0.00023999999999999998,20705.0,5.0,0.0,13091.0
Habersham,2020-04-03 18:28:43,0.0,0.0,4.0,0.0,0.0003,4e-05,45388.0,2.0,0.0,13137.0
Clayton,2020-04-03 18:28:43,4.0,3.0,71.0,0.0388,0.0345,0.0007099999999999999,289615.0,206.0,8.0,13063.0
Clay,2020-04-03 18:28:43,0.0,0.0,242.0,0.0,0.0012,0.00242,2887.0,7.0,0.0,13061.0
Clarke,2020-04-03 18:28:43,14.0,6.0,46.0,0.1356,0.0099,0.00045999999999999996,127330.0,59.0,8.0,13059.0
Cherokee,2020-04-03 18:28:43,4.0,2.0,45.0,0.0439,0.0191,0.00045,254149.0,114.0,5.0,13057.0
Chattooga,2020-04-03 18:28:43,0.0,0.0,12.0,0.0,0.0005,0.00011999999999999999,24790.0,3.0,0.0,13055.0
Chattahoochee,2020-04-03 18:28:43,0.0,0.0,19.0,0.0,0.0003,0.00018999999999999998,10684.0,2.0,0.0,13053.0
Chatham,2020-04-03 18:28:43,5.0,1.0,22.0,0.0462,0.0109,0.00022,289195.0,65.0,3.0,13051.0
Charlton,2020-04-03 18:28:43,0.0,0.0,8.0,0.0,0.0002,8e-05,12968.0,1.0,0.0,13049.0
Catoosa,2020-04-03 18:28:43,0.0,0.0,9.0,0.0,0.001,9e-05,67420.0,6.0,0.0,13047.0
Carroll,2020-04-03 18:28:43,1.0,2.0,124.0,0.0136,0.0246,0.00124,118121.0,147.0,2.0,13045.0
Candler,2020-04-03 18:28:43,0.0,0.0,9.0,0.0,0.0002,9e-05,10836.0,1.0,0.0,13043.0
Camden,2020-04-03 18:28:43,0.0,0.0,11.0,0.0,0.001,0.00011,53677.0,6.0,0.0,13039.0
Calhoun,2020-04-03 18:28:43,9.0,16.0,173.0,0.0909,0.0018,0.00173,6352.0,11.0,1.0,13037.0
Butts,2020-04-03 18:28:43,0.0,0.0,37.0,0.0,0.0015,0.00037,24193.0,9.0,0.0,13035.0
Burke,2020-04-03 18:28:43,0.0,0.0,36.0,0.0,0.0013,0.00036,22423.0,8.0,0.0,13033.0
Bryan,2020-04-03 18:28:43,7.0,3.0,39.0,0.0667,0.0025,0.00039,38109.0,15.0,1.0,13029.0
Brooks,2020-04-03 18:28:43,0.0,0.0,32.0,0.0,0.0008,0.00032,15513.0,5.0,0.0,13027.0
Hall,2020-04-03 18:28:43,0.0,0.0,40.0,0.0,0.0136,0.0004,202148.0,81.0,0.0,13139.0
Appling,2020-04-03 18:28:43,0.0,0.0,27.0,0.0,0.0008,0.00027,18507.0,5.0,0.0,13001.0
Atkinson,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,8297.0,0.0,0.0,13003.0
Bacon,2020-04-03 18:28:43,0.0,0.0,54.0,0.0,0.001,0.00054,11185.0,6.0,0.0,13005.0
Baker,2020-04-03 18:28:43,25.0,32.0,129.0,0.25,0.0007,0.0012900000000000001,3092.0,4.0,1.0,13007.0
Baldwin,2020-04-03 18:28:43,9.0,2.0,25.0,0.0909,0.0018,0.00025,44823.0,11.0,1.0,13009.0
Clinch,2020-04-03 18:28:43,0.0,0.0,30.0,0.0,0.0003,0.0003,6648.0,2.0,0.0,13065.0
Banks,2020-04-03 18:28:43,0.0,0.0,16.0,0.0,0.0005,0.00016,18988.0,3.0,0.0,13011.0
Bartow,2020-04-03 18:28:43,4.0,6.0,149.0,0.0377,0.0266,0.00149,106408.0,159.0,6.0,13015.0
Ben Hill,2020-04-03 18:28:43,0.0,0.0,18.0,0.0,0.0005,0.00018,16787.0,3.0,0.0,13017.0
Berrien,2020-04-03 18:28:43,0.0,0.0,16.0,0.0,0.0005,0.00016,19252.0,3.0,0.0,13019.0
Bibb,2020-04-03 18:28:43,3.0,1.0,22.0,0.0294,0.0057,0.00022,153095.0,34.0,1.0,13021.0
Bleckley,2020-04-03 18:28:43,0.0,0.0,8.0,0.0,0.0002,8e-05,12838.0,1.0,0.0,13023.0
Brantley,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,18897.0,0.0,0.0,13025.0
Barrow,2020-04-03 18:28:43,9.0,2.0,27.0,0.0909,0.0037,0.00027,80809.0,22.0,2.0,13013.0
Cobb,2020-04-03 18:28:43,5.0,3.0,56.0,0.0474,0.0707,0.00056,756865.0,422.0,20.0,13067.0
Bulloch,2020-04-03 18:28:43,0.0,0.0,6.0,0.0,0.0008,5.9999999999999995e-05,77296.0,5.0,0.0,13031.0
Colquitt,2020-04-03 18:28:43,7.0,7.0,97.0,0.0682,0.0074,0.0009699999999999999,45592.0,44.0,3.0,13071.0
Evans,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,10721.0,0.0,0.0,13109.0
Fannin,2020-04-03 18:28:43,0.0,0.0,31.0,0.0,0.0013,0.00031,25964.0,8.0,0.0,13111.0
Fayette,2020-04-03 18:28:43,7.0,4.0,54.0,0.0656,0.0102,0.00054,113459.0,61.0,4.0,13113.0
Floyd,2020-04-03 18:28:43,4.0,3.0,81.0,0.038,0.0132,0.00081,97927.0,79.0,3.0,13115.0
Franklin,2020-04-03 18:28:43,0.0,0.0,22.0,0.0,0.0008,0.00022,23023.0,5.0,0.0,13119.0
Fulton,2020-04-03 18:28:43,3.0,2.0,87.0,0.0286,0.1525,0.0008699999999999999,1050114.0,910.0,26.0,13121.0
Emanuel,2020-04-03 18:28:43,0.0,0.0,4.0,0.0,0.0002,4e-05,22612.0,1.0,0.0,13107.0
Gilmer,2020-04-03 18:28:43,0.0,0.0,3.0,0.0,0.0002,2.9999999999999997e-05,30816.0,1.0,0.0,13123.0
Glynn,2020-04-03 18:28:43,0.0,0.0,27.0,0.0,0.0039,0.00027,85219.0,23.0,0.0,13127.0
Gordon,2020-04-03 18:28:43,10.0,3.0,36.0,0.0952,0.0035,0.00036,57685.0,21.0,2.0,13129.0
Grady,2020-04-03 18:28:43,0.0,0.0,12.0,0.0,0.0005,0.00011999999999999999,24748.0,3.0,0.0,13131.0
Greene,2020-04-03 18:28:43,0.0,0.0,68.0,0.0,0.002,0.0006799999999999999,17698.0,12.0,0.0,13133.0
Coffee,2020-04-03 18:28:43,0.0,0.0,35.0,0.0,0.0025,0.00035,43093.0,15.0,0.0,13069.0
Gwinnett,2020-04-03 18:28:43,2.0,1.0,38.0,0.0227,0.0592,0.00037999999999999997,927781.0,353.0,8.0,13135.0
Glascock,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,2995.0,0.0,0.0,13125.0
Elbert,2020-04-03 18:28:43,0.0,0.0,5.0,0.0,0.0002,5e-05,19120.0,1.0,0.0,13105.0
Forsyth,2020-04-03 18:28:43,2.0,0.0,26.0,0.0164,0.0102,0.00026000000000000003,236612.0,61.0,1.0,13117.0
Effingham,2020-04-03 18:28:43,0.0,0.0,10.0,0.0,0.001,0.0001,62190.0,6.0,0.0,13103.0
Columbia,2020-04-03 18:28:43,0.0,0.0,21.0,0.0,0.0055,0.00021,154291.0,33.0,0.0,13073.0
Cook,2020-04-03 18:28:43,0.0,0.0,6.0,0.0,0.0002,5.9999999999999995e-05,17162.0,1.0,0.0,13075.0
Coweta,2020-04-03 18:28:43,4.0,1.0,38.0,0.0357,0.0094,0.00037999999999999997,145864.0,56.0,2.0,13077.0
Crawford,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,12318.0,0.0,0.0,13079.0
Crisp,2020-04-03 18:28:43,0.0,0.0,106.0,0.0,0.004,0.00106,22601.0,24.0,0.0,13081.0
Dade,2020-04-03 18:28:43,100.0,6.0,6.0,1.0,0.0002,5.9999999999999995e-05,16226.0,1.0,1.0,13083.0
Decatur,2020-04-03 18:28:43,0.0,0.0,60.0,0.0,0.0027,0.0006,26575.0,16.0,0.0,13087.0
Dawson,2020-04-03 18:28:43,0.0,0.0,52.0,0.0,0.0022,0.0005200000000000001,25083.0,13.0,0.0,13085.0
Dooly,2020-04-03 18:28:43,0.0,0.0,88.0,0.0,0.002,0.00088,13706.0,12.0,0.0,13093.0
Dougherty,2020-04-03 18:28:43,5.0,33.0,665.0,0.0494,0.1017,0.00665,91243.0,607.0,30.0,13095.0
Douglas,2020-04-03 18:28:43,5.0,3.0,54.0,0.0513,0.0131,0.00054,145331.0,78.0,4.0,13097.0
Early,2020-04-03 18:28:43,2.0,10.0,595.0,0.0164,0.0102,0.00595,10247.0,61.0,1.0,13099.0
Echols,2020-04-03 18:28:43,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,13101.0
Dekalb,2020-04-03 18:28:43,2.0,1.0,64.0,0.0166,0.0809,0.00064,756558.0,483.0,8.0,13089.0
Floyd,2020-04-04 18:27:50,4.0,3.0,82.0,0.0375,0.0125,0.00082,97927.0,80.0,3.0,13115.0
Emanuel,2020-04-04 18:27:50,0.0,0.0,4.0,0.0,0.0002,4e-05,22612.0,1.0,0.0,13107.0
Forsyth,2020-04-04 18:27:50,1.0,0.0,30.0,0.0141,0.0111,0.0003,236612.0,71.0,1.0,13117.0
Fayette,2020-04-04 18:27:50,6.0,4.0,58.0,0.0606,0.0103,0.00058,113459.0,66.0,4.0,13113.0
Fannin,2020-04-04 18:27:50,0.0,0.0,31.0,0.0,0.0013,0.00031,25964.0,8.0,0.0,13111.0
Evans,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,10721.0,0.0,0.0,13109.0
Elbert,2020-04-04 18:27:50,0.0,0.0,5.0,0.0,0.0002,5e-05,19120.0,1.0,0.0,13105.0
Bacon,2020-04-04 18:27:50,0.0,0.0,54.0,0.0,0.0009,0.00054,11185.0,6.0,0.0,13005.0
Echols,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,13101.0
Early,2020-04-04 18:27:50,2.0,10.0,625.0,0.0156,0.01,0.00625,10247.0,64.0,1.0,13099.0
Appling,2020-04-04 18:27:50,0.0,0.0,27.0,0.0,0.0008,0.00027,18507.0,5.0,0.0,13001.0
Atkinson,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,8297.0,0.0,0.0,13003.0
Baker,2020-04-04 18:27:50,20.0,32.0,162.0,0.2,0.0008,0.00162,3092.0,5.0,1.0,13007.0
Baldwin,2020-04-04 18:27:50,9.0,2.0,25.0,0.0909,0.0017,0.00025,44823.0,11.0,1.0,13009.0
Franklin,2020-04-04 18:27:50,0.0,0.0,22.0,0.0,0.0008,0.00022,23023.0,5.0,0.0,13119.0
Effingham,2020-04-04 18:27:50,0.0,0.0,14.0,0.0,0.0014,0.00014,62190.0,9.0,0.0,13103.0
Fulton,2020-04-04 18:27:50,3.0,2.0,91.0,0.0271,0.1502,0.00091,1050114.0,959.0,26.0,13121.0
Houston,2020-04-04 18:27:50,10.0,4.0,38.0,0.1017,0.0092,0.00037999999999999997,155469.0,59.0,6.0,13153.0
Glascock,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,2995.0,0.0,0.0,13125.0
Jackson,2020-04-04 18:27:50,0.0,0.0,21.0,0.0,0.0023,0.00021,70422.0,15.0,0.0,13157.0
Banks,2020-04-04 18:27:50,0.0,0.0,16.0,0.0,0.0005,0.00016,18988.0,3.0,0.0,13011.0
Irwin,2020-04-04 18:27:50,0.0,0.0,64.0,0.0,0.0009,0.00064,9398.0,6.0,0.0,13155.0
Henry,2020-04-04 18:27:50,2.0,1.0,73.0,0.018000000000000002,0.0262,0.00073,230220.0,167.0,3.0,13151.0
Heard,2020-04-04 18:27:50,50.0,8.0,17.0,0.5,0.0003,0.00016999999999999999,11879.0,2.0,1.0,13149.0
Hart,2020-04-04 18:27:50,0.0,0.0,11.0,0.0,0.0005,0.00011,26099.0,3.0,0.0,13147.0
Harris,2020-04-04 18:27:50,0.0,0.0,17.0,0.0,0.0009,0.00016999999999999999,34475.0,6.0,0.0,13145.0
Gilmer,2020-04-04 18:27:50,0.0,0.0,3.0,0.0,0.0002,2.9999999999999997e-05,30816.0,1.0,0.0,13123.0
Haralson,2020-04-04 18:27:50,0.0,0.0,34.0,0.0,0.0016,0.00033999999999999997,29533.0,10.0,0.0,13143.0
Hall,2020-04-04 18:27:50,0.0,0.0,58.0,0.0,0.0183,0.00058,202148.0,117.0,0.0,13139.0
Habersham,2020-04-04 18:27:50,0.0,0.0,4.0,0.0,0.0003,4e-05,45388.0,2.0,0.0,13137.0
Gwinnett,2020-04-04 18:27:50,2.0,1.0,43.0,0.02,0.0627,0.00043,927781.0,400.0,8.0,13135.0
Greene,2020-04-04 18:27:50,0.0,0.0,68.0,0.0,0.0019,0.0006799999999999999,17698.0,12.0,0.0,13133.0
Grady,2020-04-04 18:27:50,0.0,0.0,12.0,0.0,0.0005,0.00011999999999999999,24748.0,3.0,0.0,13131.0
Gordon,2020-04-04 18:27:50,9.0,3.0,40.0,0.087,0.0036,0.0004,57685.0,23.0,2.0,13129.0
Glynn,2020-04-04 18:27:50,0.0,0.0,33.0,0.0,0.0044,0.00033,85219.0,28.0,0.0,13127.0
Hancock,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,8348.0,0.0,0.0,13141.0
Barrow,2020-04-04 18:27:50,8.0,2.0,31.0,0.08,0.0039,0.00031,80809.0,25.0,2.0,13013.0
Dade,2020-04-04 18:27:50,100.0,6.0,6.0,1.0,0.0002,5.9999999999999995e-05,16226.0,1.0,1.0,13083.0
Ben Hill,2020-04-04 18:27:50,0.0,0.0,24.0,0.0,0.0006,0.00023999999999999998,16787.0,4.0,0.0,13017.0
Clayton,2020-04-04 18:27:50,4.0,3.0,81.0,0.0383,0.0368,0.00081,289615.0,235.0,9.0,13063.0
Clinch,2020-04-04 18:27:50,0.0,0.0,30.0,0.0,0.0003,0.0003,6648.0,2.0,0.0,13065.0
Cobb,2020-04-04 18:27:50,5.0,3.0,60.0,0.0508,0.071,0.0006,756865.0,453.0,23.0,13067.0
Coffee,2020-04-04 18:27:50,0.0,0.0,35.0,0.0,0.0023,0.00035,43093.0,15.0,0.0,13069.0
Colquitt,2020-04-04 18:27:50,6.0,7.0,107.0,0.0612,0.0077,0.00107,45592.0,49.0,3.0,13071.0
Columbia,2020-04-04 18:27:50,0.0,0.0,23.0,0.0,0.0056,0.00022999999999999998,154291.0,36.0,0.0,13073.0
Cook,2020-04-04 18:27:50,0.0,0.0,6.0,0.0,0.0002,5.9999999999999995e-05,17162.0,1.0,0.0,13075.0
Clay,2020-04-04 18:27:50,0.0,0.0,242.0,0.0,0.0011,0.00242,2887.0,7.0,0.0,13061.0
Coweta,2020-04-04 18:27:50,3.0,1.0,44.0,0.0312,0.01,0.00044,145864.0,64.0,2.0,13077.0
Crisp,2020-04-04 18:27:50,0.0,0.0,124.0,0.0,0.0044,0.00124,22601.0,28.0,0.0,13081.0
Jasper,2020-04-04 18:27:50,0.0,0.0,28.0,0.0,0.0006,0.00028,14040.0,4.0,0.0,13159.0
Dawson,2020-04-04 18:27:50,0.0,0.0,64.0,0.0,0.0025,0.00064,25083.0,16.0,0.0,13085.0
Decatur,2020-04-04 18:27:50,0.0,0.0,60.0,0.0,0.0025,0.0006,26575.0,16.0,0.0,13087.0
Dekalb,2020-04-04 18:27:50,2.0,1.0,71.0,0.0167,0.0844,0.0007099999999999999,756558.0,539.0,9.0,13089.0
Dodge,2020-04-04 18:27:50,0.0,0.0,24.0,0.0,0.0008,0.00023999999999999998,20705.0,5.0,0.0,13091.0
Dooly,2020-04-04 18:27:50,7.0,7.0,109.0,0.0667,0.0023,0.00109,13706.0,15.0,1.0,13093.0
Crawford,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,12318.0,0.0,0.0,13079.0
Clarke,2020-04-04 18:27:50,13.0,6.0,49.0,0.129,0.0097,0.00049,127330.0,62.0,8.0,13059.0
Cherokee,2020-04-04 18:27:50,4.0,2.0,47.0,0.0417,0.0188,0.00047000000000000004,254149.0,120.0,5.0,13057.0
Chattooga,2020-04-04 18:27:50,0.0,0.0,12.0,0.0,0.0005,0.00011999999999999999,24790.0,3.0,0.0,13055.0
Berrien,2020-04-04 18:27:50,0.0,0.0,16.0,0.0,0.0005,0.00016,19252.0,3.0,0.0,13019.0
Bibb,2020-04-04 18:27:50,3.0,1.0,24.0,0.0278,0.0056,0.00023999999999999998,153095.0,36.0,1.0,13021.0
Bleckley,2020-04-04 18:27:50,0.0,0.0,8.0,0.0,0.0002,8e-05,12838.0,1.0,0.0,13023.0
Brantley,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,18897.0,0.0,0.0,13025.0
Brooks,2020-04-04 18:27:50,0.0,0.0,32.0,0.0,0.0008,0.00032,15513.0,5.0,0.0,13027.0
Bryan,2020-04-04 18:27:50,7.0,3.0,39.0,0.0667,0.0023,0.00039,38109.0,15.0,1.0,13029.0
Bulloch,2020-04-04 18:27:50,0.0,0.0,6.0,0.0,0.0008,5.9999999999999995e-05,77296.0,5.0,0.0,13031.0
Burke,2020-04-04 18:27:50,0.0,0.0,40.0,0.0,0.0014,0.0004,22423.0,9.0,0.0,13033.0
Butts,2020-04-04 18:27:50,0.0,0.0,41.0,0.0,0.0016,0.00041,24193.0,10.0,0.0,13035.0
Calhoun,2020-04-04 18:27:50,7.0,16.0,236.0,0.0667,0.0023,0.00236,6352.0,15.0,1.0,13037.0
Camden,2020-04-04 18:27:50,0.0,0.0,11.0,0.0,0.0009,0.00011,53677.0,6.0,0.0,13039.0
Candler,2020-04-04 18:27:50,0.0,0.0,9.0,0.0,0.0002,9e-05,10836.0,1.0,0.0,13043.0
Carroll,2020-04-04 18:27:50,1.0,2.0,134.0,0.0127,0.0248,0.00134,118121.0,158.0,2.0,13045.0
Catoosa,2020-04-04 18:27:50,0.0,0.0,9.0,0.0,0.0009,9e-05,67420.0,6.0,0.0,13047.0
Charlton,2020-04-04 18:27:50,0.0,0.0,8.0,0.0,0.0002,8e-05,12968.0,1.0,0.0,13049.0
Chatham,2020-04-04 18:27:50,4.0,1.0,28.0,0.037000000000000005,0.0127,0.00028,289195.0,81.0,3.0,13051.0
Chattahoochee,2020-04-04 18:27:50,0.0,0.0,19.0,0.0,0.0003,0.00018999999999999998,10684.0,2.0,0.0,13053.0
Bartow,2020-04-04 18:27:50,4.0,7.0,150.0,0.0438,0.0251,0.0015,106408.0,160.0,7.0,13015.0
Jeff Davis,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,15029.0,0.0,0.0,13161.0
Pike,2020-04-04 18:27:50,0.0,0.0,27.0,0.0,0.0008,0.00027,18634.0,5.0,0.0,13231.0
Jenkins,2020-04-04 18:27:50,0.0,0.0,23.0,0.0,0.0003,0.00022999999999999998,8683.0,2.0,0.0,13165.0
Treutlen,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,6809.0,0.0,0.0,13283.0
Towns,2020-04-04 18:27:50,0.0,0.0,8.0,0.0,0.0002,8e-05,11852.0,1.0,0.0,13281.0
Toombs,2020-04-04 18:27:50,20.0,4.0,19.0,0.2,0.0008,0.00018999999999999998,26887.0,5.0,1.0,13279.0
Tift,2020-04-04 18:27:50,0.0,0.0,84.0,0.0,0.0053,0.00084,40571.0,34.0,0.0,13277.0
Thomas,2020-04-04 18:27:50,0.0,0.0,58.0,0.0,0.0041,0.00058,44448.0,26.0,0.0,13275.0
Terrell,2020-04-04 18:27:50,4.0,23.0,662.0,0.0351,0.0089,0.00662,8611.0,57.0,2.0,13273.0
Telfair,2020-04-04 18:27:50,0.0,0.0,25.0,0.0,0.0006,0.00025,15876.0,4.0,0.0,13271.0
Troup,2020-04-04 18:27:50,3.0,1.0,47.0,0.0303,0.0052,0.00047000000000000004,70034.0,33.0,1.0,13285.0
Taylor,2020-04-04 18:27:50,0.0,0.0,25.0,0.0,0.0003,0.00025,8039.0,2.0,0.0,13269.0
Taliaferro,2020-04-04 18:27:50,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,13265.0
Talbot,2020-04-04 18:27:50,0.0,0.0,48.0,0.0,0.0005,0.00047999999999999996,6272.0,3.0,0.0,13263.0
Sumter,2020-04-04 18:27:50,5.0,13.0,279.0,0.0482,0.013000000000000001,0.00279,29733.0,83.0,4.0,13261.0
Stewart,2020-04-04 18:27:50,0.0,0.0,16.0,0.0,0.0002,0.00016,6199.0,1.0,0.0,13259.0
Stephens,2020-04-04 18:27:50,0.0,0.0,23.0,0.0,0.0009,0.00022999999999999998,26035.0,6.0,0.0,13257.0
Spalding,2020-04-04 18:27:50,8.0,3.0,39.0,0.0769,0.0041,0.00039,66100.0,26.0,2.0,13255.0
Seminole,2020-04-04 18:27:50,0.0,0.0,96.0,0.0,0.0013,0.0009599999999999999,8315.0,8.0,0.0,13253.0
Tattnall,2020-04-04 18:27:50,0.0,0.0,12.0,0.0,0.0005,0.00011999999999999999,25391.0,3.0,0.0,13267.0
Screven,2020-04-04 18:27:50,0.0,0.0,14.0,0.0,0.0003,0.00014,13938.0,2.0,0.0,13251.0
Turner,2020-04-04 18:27:50,0.0,0.0,152.0,0.0,0.0019,0.0015199999999999999,7912.0,12.0,0.0,13287.0
Union,2020-04-04 18:27:50,0.0,0.0,4.0,0.0,0.0002,4e-05,24001.0,1.0,0.0,13291.0
Douglas,2020-04-04 18:27:50,5.0,3.0,58.0,0.0476,0.0132,0.00058,145331.0,84.0,4.0,13097.0
